date,Open,High,Low,Close,Value,Volume
2026-06-18,3.32,3.32,3.21,3.31,1128630.0,344094.51219512196
2026-06-19,3.31,3.38,3.26,3.35,1596930.0,479558.5585585585
2026-06-22,3.35,3.37,3.14,3.26,2617080.0,803606.9600818834
2026-06-23,3.35,3.35,3.16,3.24,720740.0,221766.15384615384
2026-06-24,3.24,3.25,3.06,3.2,3124030.0,985498.4227129336
2026-06-25,3.2,3.89,3.2,3.89,10461020.0,2858202.1857923497
2026-06-26,3.9,4.4,3.9,4.12,23954100.0,5786014.492753622
2026-06-29,4.14,4.25,4.01,4.04,4217930.0,1028763.4146341463
2026-06-30,4.01,4.03,3.94,4.0,4920810.0,1233285.7142857143
2026-07-01,4.04,4.62,4.02,4.42,21008070.0,4825743.491577336
2026-07-02,4.49,4.78,4.48,4.62,22130810.0,4783316.282420748
2026-07-03,4.62,4.62,4.4,4.55,6200150.0,1370703.7582903462
2026-07-06,4.51,4.8,4.43,4.7,11819530.0,2545483.8478104807
2026-07-07,4.73,4.85,4.6,4.66,9012710.0,1916238.8377037563
2026-07-08,4.6,5.47,4.6,5.32,55913750.0,10899366.471734893
2026-07-09,5.3,5.6,5.12,5.15,19984423.0,3777773.7240075613
2026-07-10,5.2,5.44,5.17,5.36,15693849.0,2948124.420788979
2026-07-13,5.36,5.58,5.25,5.39,15753916.0,2913794.5745992605
2026-07-14,5.39,5.44,5.1,5.25,10479025.0,1990948.3850538319
2026-07-15,5.25,5.39,5.25,5.3,3652023.0,687331.8067754077
2026-07-16,5.27,5.3,5.02,5.05,14192744.0,2770216.785946649
2026-07-17,5.06,5.19,4.85,5.02,12365057.0,2463158.764940239
2026-07-20,5.02,5.02,4.71,4.87,16404570.0,3370802.05479452
2026-07-21,4.87,5.3,4.81,5.2,7719320.0,1512603.5271064665
2026-07-22,5.25,6.3,5.2,6.0,33421745.0,5729442.0
2026-07-23,6.2,6.24,5.74,6.07,11222038.0,1865158.670360111
2026-07-24,6.0,6.43,6.0,6.29,20605159.0,3302108.8141025645
2026-07-27,6.35,6.78,6.3,6.63,24878524.0,3786685.540334855
2026-07-28,6.63,6.75,6.4,6.58,20262615.0,3080985.5549923973
2026-07-29,6.58,6.82,6.3,6.3,25599046.0,3954538.5169927906
2026-07-30,6.3,6.39,6.0,6.06,19465569.0,3165133.1707317075
2026-07-31,6.06,6.55,6.02,6.35,15858161.0,2514507.5581395347
2026-08-03,6.4,6.58,6.09,6.36,16825263.0,2652432.422490804
2026-08-04,6.45,6.55,6.23,6.3,4040241.0,635258.0188679245
2026-08-05,6.31,6.79,6.28,6.58,28245613.0,4312307.3282442745
2026-08-06,6.6,6.68,6.51,6.59,8806603.0,1335682.9625884732
2026-08-07,6.6,6.64,6.33,6.43,10260813.0,1586723.6597938146
2026-08-10,6.31,7.28,6.31,7.08,65448344.0,9499033.96226415
2026-08-11,7.11,7.6,7.11,7.39,29023226.0,3939804.43438914
2026-08-12,7.4,7.4,7.15,7.15,16164830.0,2234769.124423963
2026-08-13,7.1,7.24,6.91,7.1,22541454.0,3182322.917647059
